iata,lon,iso,status,name,continent,type,lat,size
LUC,179.66695,FJ,1,Laucala Island Airport,OC,airport,-16.748056,small
LKB,179.2,FJ,1,Lakeba Island Airport,OC,airport,-18.2,small
LBS,179.33766,FJ,1,Labasa Airport,OC,airport,-16.466215,medium
TVU,179.87416,FJ,1,Matei Airport,OC,airport,-16.693056,small
KXF,179.83333,FJ,1,Koro Island Airport,OC,airport,-17.333332,small
RTA,177.0711,FJ,1,Rotuma Airport,OC,airport,-12.4825,small
SVU,179.33913,FJ,1,Savusavu Airport,OC,airport,-16.798828,small
VAU,177.86667,FJ,1,Vatukoula Airport,OC,airport,-17.5,small
KAY,178.56612,FJ,1,Wakaya Island Airport,OC,airport,-17.041111,small
ONU,179,FJ,1,Ono-I-Lau Airport,OC,airport,-16.333332,small
YAS,177.54515,FJ,1,Yasawa Island Airport,OC,airport,-16.759281,small
EUA,-174.95699,TO,1,Kaufana Airport,OC,airport,-21.377012,small
TBU,-175.14131,TO,1,Fua'amotu International Airport,OC,airport,-21.24117,medium
HPA,-174.34088,TO,1,Lifuka Island Airport,OC,airport,-19.778538,medium
NFO,-175.65,TO,1,Mata'aho Airport,OC,airport,-15.6,small
NTT,-174,TO,1,Kuini Lavenia Airport,OC,airport,-15.5,small
VAV,-173.96436,TO,1,Vava'u International Airport,OC,airport,-18.585537,medium
VBV,-178.95,FJ,1,Vanua Balavu Airport,OC,airport,-17.233334,small
VTF,177.61667,FJ,1,Vatulele Airport,OC,airport,-18.55,small
GMO,10.898889,NG,1,Gombe Lawanti International Airport,AF,airport,10.298056,medium
PHG,6.833333,NG,1,Port Harcourt City Airport,AF,airport,5.033333,small
BCU,9.8,NG,1,Bauchi Airport,AF,airport,10.366667,small
QRW,5.819282,NG,1,Warri Airport,AF,airport,5.594487,medium
ABF,173.30417,KI,1,Abaiang Airport,OC,airport,1.670833,small
BEZ,176,KI,1,Beru Airport,OC,airport,-1.333333,small
FUN,179.20833,TV,1,Funafuti International Airport,OC,airport,-8.516667,medium
KUC,173.38333,KI,1,Kuria Airport,OC,airport,0.233333,small
MNK,173,KI,1,Maiana Airport,OC,airport,1,small
MZK,173.66667,KI,1,Marakei Airport,OC,airport,1.983333,small
MTK,174,KI,1,Makin Island Airport,OC,airport,3,small
NIG,176.41667,KI,1,Nikunau Airport,OC,airport,-1.333333,small
OOT,175.56667,KI,1,Onotoa Airport,OC,airport,-1.916667,small
TRW,172.94167,KI,1,Bonriki International Airport,OC,airport,1.358333,medium
AEA,173.85,KI,1,Abemama Atoll Airport,OC,airport,0.483333,small
TBF,174.78,KI,1,Tabiteuea North Airport,OC,airport,-1.231944,medium
TMN,175.98334,KI,1,Tamana Island Airport,OC,airport,-2.483333,small
NON,174.35,KI,1,Nonouti Airport,OC,airport,-0.680556,small
AIS,176.83333,KI,1,Arorae Island Airport,OC,airport,-2.65,small
TSU,174.83333,KI,1,Tabiteuea South Airport,OC,airport,-1.416667,small
BBG,172.75,KI,1,Butaritari Atoll Airport,OC,airport,3.166667,small
AAK,173.58333,KI,1,Buariki Airport,OC,airport,0.166667,small
IUE,-169.93333,NU,1,Niue International Airport,OC,airport,-19.083332,medium
FUT,-178.15,WF,1,Pointe Vele Airport,OC,airport,-14.25,medium
WLS,-176.16667,WF,1,Hihifo Airport,OC,airport,-13.233333,medium
MWP,85.333336,NP,1,Mountain Airport,AS,airport,28,small
TPJ,87.683334,NP,1,Taplejung Airport,AS,airport,27.35,small
OFU,-169.7,AS,1,Ofu Village Airport,OC,airport,-14.166667,small
AAU,-172.6,WS,1,Asau Airport,OC,airport,-13.458333,small
APW,-171.99724,WS,1,Faleolo International Airport,OC,airport,-13.832793,medium
FGI,-171.73334,WS,1,Fagali'i Airport,OC,airport,-13.833333,small
FAQ,141.95833,AS,1,Fitiuta Airport,OC,airport,-4.616667,medium
MXS,-172.23334,WS,1,Maota Airport,OC,airport,-13.716667,small
PPG,-170.6964,AS,1,Pago Pago International Airport,OC,airport,-14.326389,medium
PPT,-149.60938,PF,1,Faa'a International Airport,OC,airport,-17.55963,medium
RUR,-151.33333,PF,1,Rurutu Airport,OC,airport,-22.433332,medium
TUB,-149.46666,PF,1,Tubuai Airport,OC,airport,-23.35,medium
AAA,-145.41667,PF,1,Anaa Airport,OC,airport,-17.05,medium
FGU,-141.83333,PF,1,Fangatau Airport,OC,airport,-16.05,medium
TIH,-148.2338,PF,1,Tikehau Airport,OC,airport,-15.118639,medium
APK,-146.08333,PF,1,Apataki Airport,OC,airport,-15.416667,small
REA,-136.4,PF,1,Reao Airport,OC,airport,-18.5,medium
FAV,-145.65225,PF,1,Fakarava Airport,OC,airport,-16.053486,medium
HHZ,-142.53334,PF,1,Hikueru Atoll Airport,OC,airport,-17.533333,small
XMH,-146.07051,PF,1,Manihi Airport,OC,airport,-14.43795,medium
GMR,-134.88757,PF,1,Totegegie Airport,OC,airport,-23.084,medium
KKR,-146.66667,PF,1,Kaukura Airport,OC,airport,-15.783333,medium
MKP,-143.65436,PF,1,Makemo Airport,OC,airport,-16.587921,medium
NAU,-141.58333,PF,1,Napuka Island Airport,OC,airport,-14.166667,small
TKV,-138.33333,PF,1,Tatakoto Airport,OC,airport,-17.283333,small
PKP,-138.96666,PF,1,Puka Puka Airport,OC,airport,-14.75,medium
PUK,-137.01784,PF,1,Pukarua Airport,OC,airport,-18.296125,small
TKP,-145.14166,PF,1,Takapoto Airport,OC,airport,-15.45,medium
AXR,-146.75,PF,1,Arutua Airport,OC,airport,-15.25,medium
MVT,-148.41667,PF,1,Mataiva Airport,OC,airport,-14.833333,medium
NUK,-138.7,PF,1,Nukutavake Airport,OC,airport,-19.183332,small
ZTA,-138.5,PF,1,Tureia Airport,OC,airport,-20.816668,small
AHE,-146.25694,PF,1,Ahe Airport,OC,airport,-14.428056,medium
KHZ,-145.11667,PF,1,Kauehi Airport,OC,airport,-15.766667,small
FAC,-145.33333,PF,1,Faaite Airport,OC,airport,-16.683332,small
FHZ,-140.16446,PF,1,Fakahina Airport,OC,airport,-15.99095,small
TKX,-145.0264,PF,1,Takaroa Airport,OC,airport,-14.457749,medium
NHV,-140.22223,PF,1,Nuku Hiva Airport,OC,airport,-8.795214,medium
AUQ,-139.00978,PF,1,Hiva Oa-Atuona Airport,OC,airport,-9.769324,medium
UAP,-140.08125,PF,1,Ua Pou Airport,OC,airport,-9.343477,small
UAH,-139.55,PF,1,Ua Huka Airport,OC,airport,-8.933333,small
BOB,-151.75447,PF,1,Bora Bora Airport,OC,airport,-16.446207,medium
TTI,-149.5,PF,1,Tetiaroa Airport,OC,airport,-17.083332,small
RGI,-147.65915,PF,1,Rangiroa Airport,OC,airport,-14.956334,medium
HUH,-151.02826,PF,1,Huahine-Fare Airport,OC,airport,-16.689682,medium
MOZ,-149.76414,PF,1,Moorea Airport,OC,airport,-17.490433,medium
HOI,-140.96529,PF,1,Hao Airport,OC,airport,-18.06248,medium
MAU,-152.24236,PF,1,Maupiti Airport,OC,airport,-16.427385,medium
RFP,-151.46666,PF,1,Raiatea Airport,OC,airport,-16.725004,medium
VHZ,-138.83333,PF,1,Vahitahi Airport,OC,airport,-18.583332,small
MTV,167.66667,VU,1,Mota Lava Airport,OC,airport,-13.666667,small
SLH,167.55,VU,1,Sola Airport,OC,airport,-13.883333,small
TOH,166.75,VU,1,Torres Airstrip,OC,airport,-13.166667,small
EAE,168.41667,VU,1,Sangafa Airport,OC,airport,-17.166668,small
CCV,167.5,VU,1,Craig Cove Airport,OC,airport,-16.2,small
LOD,167.96666,VU,1,Longana Airport,OC,airport,-15.316667,small
SSR,168.3,VU,1,Sara Airport,OC,airport,-15.5,small
PBJ,168.21666,VU,1,Tavie Airport,OC,airport,-16.433332,small
LPM,167.81667,VU,1,Lamap Airport,OC,airport,-16.466667,small
LNB,168.18333,VU,1,Lamen Bay Airport,OC,airport,-16.583332,small
MWF,168.16667,VU,1,Naone Airport,OC,airport,-15.166667,small
LNE,168.17007,VU,1,Lonorore Airport,OC,airport,-15.860106,small
NUS,167.4,VU,1,Norsup Airport,OC,airport,-16.058332,small
ZGU,167.58827,VU,1,Gaua Island Airport,OC,airport,-14.220086,medium
RCL,153.07333,VU,1,Redcliffe Airport,OC,airport,-27.207035,small
SON,167.21873,VU,1,Santo Pekoa International Airport,OC,airport,-15.508251,medium
TGH,168.54666,VU,1,Tongoa Island Airport,OC,airport,-16.90361,small
ULB,168.33333,VU,1,,OC,airport,-16.416668,small
VLS,168.2,VU,1,Valesdir Airport,OC,airport,-16.8,small
WLH,167.7,VU,1,Walaha Airport,OC,airport,-15.416667,small
SWJ,167.16667,VU,1,Southwest Bay Airport,OC,airport,-16.25,small
OLJ,166.56003,VU,1,North West Santo Airport,OC,airport,-14.884605,small
AUY,169.66667,VU,1,Anelghowhat Airport,OC,airport,-20.333332,small
AWD,169.5,VU,1,Aniwa Airport,OC,airport,-19.25,small
DLY,169.15,VU,1,Dillon's Bay Airport,OC,airport,-18.7,small
FTA,170.25,VU,1,Futuna Airport,OC,airport,-19.416668,small
IPA,169.18333,VU,1,Ipota Airport,OC,airport,-18.75,small
UIQ,168.16667,VU,1,Quion Hill Airport,OC,airport,-17,small
VLI,168.3195,VU,1,Port Vila Bauerfield Airport,OC,airport,-17.701853,medium
TAH,169.22821,VU,1,Tanna Airport,OC,airport,-19.458445,medium
TGJ,167.80293,NC,1,Tiga Airport,OC,airport,-21.098358,medium
QGY,,HU,1,,EU,airport,,medium
QHP,,BR,1,,SA,airport,,medium
QIE,85.53333,FR,1,,EU,airport,38.13333,medium
HLU,166.06667,NC,1,Nesson Airport,OC,airport,-21.033333,small
KOC,164.41667,NC,1,Koumac Airport,OC,airport,-20.5,medium
LIF,167.25,NC,1,Lifou Airport,OC,airport,-20.766666,medium
QNX,,FR,1,,EU,airport,,medium
IOU,166.78305,NC,1,,OC,airport,-22.463888,small
PUV,164.1014,NC,1,Poum Airport,OC,airport,-20.294443,small
PDC,165,NC,1,Mueo Airport,OC,airport,-21.316668,small
QRO,-100.38333,MX,1,,NA,airport,20.6,medium
TOU,165.25,NC,1,Touho Airport,OC,airport,-20.8,medium
RBA,-6.748619,MA,1,,AF,airport,34.036137,medium
NOU,166.21611,NC,1,La Tontouta International Airport,OC,airport,-22.01639,medium
AKL,174.78352,NZ,1,Auckland International Airport,OC,airport,-37.004787,large
TUO,176.08235,NZ,1,Taupo Airport,OC,airport,-38.741432,medium
AMZ,174.96666,NZ,1,Ardmore Airport,OC,airport,-37.033333,medium
ASG,171.78334,NZ,1,Ashburton Aerodrome,OC,airport,-43.9,small
CHC,172.5389,NZ,1,Christchurch International Airport,OC,airport,-43.488655,large
CHT,-176.35,NZ,1,Chatham Islands-Tuuta Airport,OC,airport,-43.8,medium
CMV,175.66667,NZ,1,Coromandel Aerodrome,OC,airport,-37,small
DGR,173.88333,NZ,1,Dargaville Aerodrome,OC,airport,-35.933334,small
DUD,170.19905,NZ,1,Dunedin Airport,OC,airport,-45.92387,medium
FGL,,NZ,1,Fox Heliport,OC,heliport,,
WHO,170.18333,NZ,1,Franz Josef Aerodrome,OC,airport,-43.38333,small
GBZ,175.41667,NZ,1,Great Barrier Aerodrome,OC,airport,-36.25,small
GMN,171.2,NZ,1,Greymouth Airport,OC,airport,-42.45,small
GIS,177.98228,NZ,1,Gisborne Airport,OC,airport,-38.661934,medium
GTN,170.13611,NZ,1,Glentanner Airport,OC,airport,-43.766666,medium
HKK,170.98346,NZ,1,Hokitika Airfield,OC,airport,-42.714912,medium
HLZ,175.33603,NZ,1,Hamilton International Airport,OC,airport,-37.86622,medium
WIK,175.08333,NZ,1,Waiheke Reeve Airport,OC,airport,-36.833332,small
KBZ,173.68333,NZ,1,Kaikoura Airport,OC,airport,-42.416668,small
KKE,173.91237,NZ,1,Kerikeri Airport,OC,airport,-35.263283,medium
KKO,173.81667,NZ,1,Kaikohe Airport,OC,airport,-35.452778,small
KAT,173.28542,NZ,1,Kaitaia Airport,OC,airport,-35.066284,medium
ALR,169.36945,NZ,1,Alexandra Airport,OC,airport,-45.21389,medium
MTA,175.76666,NZ,1,Matamata Glider Airport,OC,airport,-37.816666,small
MON,170.13611,NZ,1,Mount Cook Airport,OC,airport,-43.766666,medium
MFN,167.91112,NZ,1,Milford Sound Airport,OC,airport,-44.669445,small
MZP,173,NZ,1,Motueka Airport,OC,airport,-41.11667,small
TEU,167.7264,NZ,1,Manapouri Airport,OC,airport,-45.419445,medium
MRO,175.63333,NZ,1,Hood Airport,OC,airport,-40.975,medium
NPL,174.17932,NZ,1,New Plymouth Airport,OC,airport,-39.01013,medium
NPE,176.87225,NZ,1,Napier Airport,OC,airport,-39.46667,medium
NSN,173.22498,NZ,1,Nelson Airport,OC,airport,-41.299976,medium
IVC,168.32175,NZ,1,Invercargill Airport,OC,airport,-46.415432,medium
OHA,175.38667,NZ,1,RNZAF Base Ohakea,OC,airport,-40.208332,medium
OAM,171.0819,NZ,1,Oamaru Airport,OC,airport,-44.97028,medium
PMR,175.62126,NZ,1,Palmerston North Airport,OC,airport,-40.323532,medium
PCN,174.03334,NZ,1,Picton Aerodrome,OC,airport,-41.35,small
PPQ,174.9876,NZ,1,Paraparaumu Airport,OC,airport,-40.901638,medium
ZQN,168.7391,NZ,1,Queenstown International Airport,OC,airport,-45.022038,medium
RAG,174.86667,NZ,1,Raglan Airfield,OC,airport,-37.833332,small
SZS,167.86667,NZ,1,Ryans Creek Aerodrome,OC,airport,-47,small
ROT,176.31746,NZ,1,Rotorua Regional Airport,OC,airport,-38.10982,medium
TRG,176.19772,NZ,1,Tauranga Airport,OC,airport,-37.67093,medium
TMZ,175.56667,NZ,1,Thames Aerodrome,OC,airport,-37.11667,small
KTF,172.8,NZ,1,Takaka Airport,OC,airport,-40.85,small
TKZ,175.83333,NZ,1,Tokoroa Airfield,OC,airport,-38.216667,small
THH,174.71666,NZ,1,Taharoa Aerodrome,OC,airport,-38.2,small
TIU,171.22632,NZ,1,Timaru Airport,OC,airport,-44.303448,medium
TWZ,170.11722,NZ,1,Pukaki Airport,OC,airport,-44.234165,medium
BHE,173.86765,NZ,1,Woodbourne Airport,OC,airport,-41.513588,medium
WKA,169.24425,NZ,1,Wanaka Airport,OC,airport,-44.72336,medium
WHK,176.91748,NZ,1,Whakatane Airport,OC,airport,-37.924675,medium
WLG,174.81216,NZ,1,Wellington International Airport,OC,airport,-41.329037,large
WIR,177.41667,NZ,1,Wairoa Airport,OC,airport,-39.033333,medium
WRE,174.36403,NZ,1,Whangarei Airport,OC,airport,-35.76742,medium
WSZ,171.57858,NZ,1,Westport Airport,OC,airport,-41.74002,medium
WTZ,175.678,NZ,1,Whitianga Airport,OC,airport,-36.8313,small
WAG,175.02444,NZ,1,Wanganui Airport,OC,airport,-39.960922,medium
O62,,US,,Carmel Valley,NA,closed,,
PMD,-118.083336,US,1,Palmdale Regional/USAF Plant 42 Airport,NA,airport,34.6275,medium
OAA,,AF,1,Shank Air Base,AS,airport,,small
BIN,67.82361,AF,1,Bamiyan Airport,AS,airport,34.80417,small
BST,64.36667,AF,1,Bost Airport,AS,airport,31.55,small
CCN,65.26667,AF,1,Chakcharan Airport,AS,airport,34.533333,small
DAZ,70.88333,AF,1,Darwaz Airport,AS,airport,38.466667,small
FAH,62.11667,AF,1,Farah Airport,AS,airport,32.36667,small
FBD,70.566666,AF,1,Faizabad Airport,AS,airport,37.1,small
KWH,66.333336,AF,1,Khwahan Airport,AS,airport,33.916668,small
HEA,62.22599,AF,1,Herat Airport,AS,airport,34.212696,medium
OAI,69.27051,AF,1,Bagram Air Base,AS,airport,34.959614,medium
JAA,70.46667,AF,1,Jalalabad Airport,AS,airport,34.433334,medium
KBL,69.21152,AF,1,Kabul International Airport,AS,airport,34.56069,medium
KDH,65.8475,AF,1,Kandahar Airport,AS,airport,31.506945,medium
KHT,72,AF,1,Khost Airport,AS,airport,35,small
MMZ,64.73333,AF,1,Maimana Airport,AS,airport,35.916668,medium
MZR,67.20849,AF,1,Mazar I Sharif Airport,AS,airport,36.70919,medium
LQN,63.666668,AF,1,Qala-I-Naw Airport,AS,airport,34.95,small
OAS,,AF,1,Sharana Airstrip,AS,airport,,small
OAH,,AF,1,Shindand Airport,AS,airport,,small
SGA,71.71667,AF,1,Sheghnan Airport,AS,airport,38.033333,small
TII,65.63333,AF,1,Tereen Airport,AS,airport,32.86667,small
UND,68.909164,AF,1,Konduz Airport,AS,airport,36.660557,medium
OAZ,64.224724,AF,1,Camp Bastion Airport,AS,airport,31.86389,small
ZAJ,61.983334,AF,1,Zaranj Airport,AS,airport,31.1,small
BAH,50.62605,BH,1,Bahrain International Airport,AS,airport,26.26918,large
OBK,,US,,Sky Harbor Airport,NA,closed,,
AHB,42.657574,SA,1,Abha Regional Airport,AS,airport,18.23429,medium
HOF,49.48746,SA,1,Al Ahsa Airport,AS,airport,25.294783,medium
ABT,41.64002,SA,1,Al Baha Airport,AS,airport,20.29401,medium
BHH,42.618484,SA,1,Bisha Airport,AS,airport,19.994509,medium
DMM,49.79778,SA,1,King Fahd International Airport,AS,airport,26.471111,large
DHA,50.17475,SA,1,King Abdulaziz Air Base,AS,airport,26.39286,large
DWD,44.1287,SA,1,Dawadmi Domestic Airport,AS,airport,24.445545,medium
GIZ,42.582344,SA,1,Jizan Regional Airport,AS,airport,16.898949,medium
ELQ,43.768177,SA,1,Gassim Airport,AS,airport,26.305029,medium
URY,37.275005,SA,1,Guriat Domestic Airport,AS,airport,31.409622,medium
HAS,41.690483,SA,1,Hail Airport,AS,airport,27.438158,medium
QJB,,SA,1,Jubail Airport,AS,airport,,medium
JED,39.150578,SA,1,King Abdulaziz International Airport,AS,airport,21.670233,large
HBT,45.522972,SA,1,King Khaled Military City Airport,AS,airport,27.911552,medium
KMX,42.716667,SA,1,King Khaled Air Base,AS,airport,18.3,medium
MED,39.698967,SA,1,Prince Mohammad Bin Abdulaziz Airport,AS,airport,24.544369,large
EAM,44.414646,SA,1,Nejran Airport,AS,airport,17.613281,medium
AQI,46.121315,SA,1,Hafr Al Batin Airport,AS,airport,28.334408,medium
AKH,47.580555,SA,1,Prince Sultan Air Base,AS,airport,24.063334,medium
RAH,43.488785,SA,1,Rafha Domestic Airport,AS,airport,29.623463,medium
RUH,46.702877,SA,1,King Khaled International Airport,AS,airport,24.95929,large
RAE,41.137115,SA,1,Arar Domestic Airport,AS,airport,30.903028,medium
XXN,,SA,1,Riyadh Air Base,AS,airport,,medium
SHW,47.111984,SA,1,Sharurah Airport,AS,airport,17.46946,medium
AJF,40.101486,SA,1,Al-Jawf Domestic Airport,AS,airport,29.788668,medium
SLF,45.61667,SA,1,Sulayel Airport,AS,airport,20.466667,small
TUU,36.608288,SA,1,Tabuk Airport,AS,airport,28.375784,medium
TIF,40.552685,SA,1,Taif Airport,AS,airport,21.480364,medium
TUI,38.73383,SA,1,Turaif Domestic Airport,AS,airport,31.68873,medium
EWD,-159.76222,SA,1,Wadi Al Dawasir Airport,AS,airport,56.45639,medium
EJH,36.47481,SA,1,Al Wajh Domestic Airport,AS,airport,26.207716,medium
YNB,38.06302,SA,1,Yenbo Airport,AS,airport,24.140734,medium
ZUL,44.833332,SA,1,Zilfi Airport,AS,airport,26.25,small
OHE,122.42059,CN,1,Gu-Lian Airport,AS,airport,52.92113,medium
ABD,48.226597,IR,1,Abadan Airport,AS,airport,30.363905,medium
OMI,49.533333,IR,1,Omidiyeh Airport,AS,airport,30.833332,small
MRX,49.16722,IR,1,Mahshahr Airport,AS,airport,30.535557,medium
AWZ,48.74668,IR,1,Ahwaz Airport,AS,airport,31.34292,medium
AEU,55.033913,IR,1,Abumusa Island Airport,AS,airport,25.875475,medium
BUZ,50.825424,IR,1,Bushehr Airport,AS,airport,28.958284,medium
AOY,52.61667,IR,1,Asaloyeh Airport,AS,airport,27.466667,medium
KNR,52.350834,IR,1,Jam Airport,AS,airport,27.818056,medium
KIH,53.972084,IR,1,Kish International Airport,AS,airport,26.532276,medium
BDH,54.829147,IR,1,Bandar Lengeh Airport,AS,airport,26.529486,medium
YEH,,IR,1,Persian Gulf International Airport,AS,airport,,medium
KHK,50.323612,IR,1,Khark Island Airport,AS,airport,29.261667,medium
SXI,54.533333,IR,1,Sirri Island Airport,AS,airport,25.916668,medium
LVP,53.35611,IR,1,Lavan Island Airport,AS,airport,26.810278,medium
KSH,47.145126,IR,1,Shahid Ashrafi Esfahani Airport,AS,airport,34.355915,medium
IIL,46.399235,IR,1,Ilam Airport,AS,airport,33.58637,medium
KHD,48.280834,IR,1,Khoram Abad Airport,AS,airport,33.43861,medium
SDG,47.013767,IR,1,Sanandaj Airport,AS,airport,35.251472,medium
IFH,51.55,IR,1,Hesa Airport,AS,airport,32.916668,small
IFN,51.87638,IR,1,Esfahan Shahid Beheshti International Airport,AS,airport,32.745686,medium
CQD,50.837536,IR,1,Shahrekord Airport,AS,airport,32.294453,medium
RAS,49.619587,IR,1,Rasht Airport,AS,airport,37.321815,medium
HDM,48.53732,IR,1,Hamadan Airport,AS,airport,34.867146,medium
AJK,49.833332,IR,1,Arak Airport,AS,airport,34.13333,small
IKA,51.1548,IR,1,Imam Khomeini International Airport,AS,airport,35.40863,large
THR,51.32187,IR,1,Mehrabad International Airport,AS,airport,35.691532,large
BND,56.368385,IR,1,Bandar Abbas International Airport,AS,airport,27.21059,medium
KER,56.96192,IR,1,Kerman Airport,AS,airport,30.258778,medium
BXR,58.449356,IR,1,Bam Airport,AS,airport,29.080082,medium
HDR,56.166668,IR,1,Havadarya Airport,AS,airport,27.05,small
RJN,56.056667,IR,1,Rafsanjan Airport,AS,airport,30.296944,medium
SYJ,55.664917,IR,1,Sirjan Airport,AS,airport,29.550123,medium
XBJ,59.25499,IR,1,Birjand Airport,AS,airport,32.89905,medium
CKT,61.07,IR,1,Sarakhs Airport,AS,airport,36.488056,medium
MHD,59.64165,IR,1,Mashhad International Airport,AS,airport,36.227173,large
BJB,57.30885,IR,1,Bojnord Airport,AS,airport,37.48972,medium
AFZ,57.60332,IR,1,Sabzevar National Airport,AS,airport,36.171513,medium
TCX,56.895557,IR,1,Tabas Airport,AS,airport,33.667168,medium
BBL,52.666668,IR,1,Babolsar Airport,AS,airport,36.65,small
GBT,54.410515,IR,1,Gorgan Airport,AS,airport,36.90851,medium
BSM,52.350464,IR,1,Bishe Kola Air Base,AS,airport,36.65551,small
NSH,51.5,IR,1,Noshahr Airport,AS,airport,36.666668,medium
RZR,50.68244,IR,1,Ramsar Airport,AS,airport,36.904625,medium
SRY,53.197277,IR,1,Dasht-e Naz Airport,AS,airport,36.635727,medium
FAZ,53.7,IR,1,Fasa Airport,AS,airport,28.933332,medium
LRR,54.38276,IR,1,Lar Airport,AS,airport,27.66969,medium
SYZ,52.58997,IR,1,Shiraz Shahid Dastghaib International Airport,AS,airport,29.54613,large
KHY,44.97139,IR,1,Khoy Airport,AS,airport,38.42917,small
ADU,48.42125,IR,1,Ardabil Airport,AS,airport,38.323826,medium
ACP,46.145115,IR,1,Sahand Airport,AS,airport,37.347244,small
PFQ,47.87752,IR,1,Parsabade Moghan Airport,AS,airport,39.60689,small
OMH,45.05877,IR,1,Urmia Airport,AS,airport,37.662525,medium
TBZ,46.244274,IR,1,Tabriz International Airport,AS,airport,38.12285,large
AZD,54.283264,IR,1,Shahid Sadooghi Airport,AS,airport,31.903603,medium
ACZ,61.542244,IR,1,Zabol Airport,AS,airport,31.087694,medium
ZBR,60.379562,IR,1,Konarak Airport,AS,airport,25.436478,medium
ZAH,60.90033,IR,1,Zahedan International Airport,AS,airport,29.475756,medium
AMM,35.98932,JO,1,Queen Alia International Airport,AS,airport,31.722534,large
ADJ,35.98277,JO,1,Amman-Marka International Airport,AS,airport,31.97533,medium
AQJ,35.02151,JO,1,Aqaba King Hussein International Airport,AS,airport,29.610073,medium
JRS,,PS,,Jerusalem Airport,AS,closed,,
OMF,36.25,JO,1,King Hussein Air College,AS,airport,32.35,small
KWI,47.971252,KW,1,Kuwait International Airport,AS,airport,29.240116,large
BEY,35.49308,LB,1,Beirut Rafic Hariri International Airport,AS,airport,33.826073,large
KYE,36.002777,LB,1,Rene Mouawad Air Base,AS,airport,34.58611,medium
BYB,56.25,OM,1,Dibba Airport,AS,airport,25.583332,small
AOM,140.68922,OM,1,Adam Airport,AS,airport,40.738758,small
AUH,54.645973,AE,1,Abu Dhabi International Airport,AS,airport,24.426912,large
AZI,54.456833,AE,1,Bateen Airport,AS,airport,24.4291,medium
AAN,55.616627,AE,1,Al Ain International Airport,AS,airport,24.260231,medium
DXB,55.352917,AE,1,Dubai International Airport,AS,airport,25.248665,large
NHD,55.373653,AE,1,Al Minhad Air Base,AS,airport,25.023756,medium
DWC,55.175278,AE,1,Al Maktoum International Airport,AS,airport,24.918056,large
FJR,56.330555,AE,1,Fujairah International Airport,AS,airport,25.109444,medium
RKT,55.943695,AE,1,Ras Al Khaimah International Airport,AS,airport,25.616198,medium
SHJ,55.52029,AE,1,Sharjah International Airport,AS,airport,25.320873,large
RMB,55.783333,OM,1,Buraimi Airport,AS,airport,24.25,small
KHS,56.23506,OM,1,Khasab Air Base,AS,airport,26.163939,medium
MSH,58.891666,OM,1,Masirah Air Base,AS,airport,20.680555,medium
MCT,58.29022,OM,1,Muscat International Airport,AS,airport,23.588078,large
OMM,55.266666,OM,1,Marmul Airport,AS,airport,18.133333,small
SLL,54.106937,OM,1,Salalah Airport,AS,airport,17.038124,medium
SUH,59.483334,OM,1,Sur Airport,AS,airport,22.533333,small
TTH,54,OM,1,Thumrait Air Base,AS,airport,17.633333,medium
DDU,67.6711,PK,1,Dadu West Airport,AS,airport,26.735804,small
AAW,73.25,PK,1,Abbottabad Airport,AS,airport,34.2,small
BNP,70.666664,PK,1,Bannu Airport,AS,airport,33,small
WGB,73.25,PK,1,Bahawalnagar Airport,AS,airport,30,small
BHV,71.683334,PK,1,Bahawalpur Airport,AS,airport,29.4,medium
CJL,71.79444,PK,1,Chitral Airport,AS,airport,35.886112,medium
CHB,74.083336,PK,1,Chilas Airport,AS,airport,35.416668,small
DBA,64.416664,PK,1,Dalbandin Airport,AS,airport,28.883333,small
DDU,67.6711,PK,1,Dadu Airport,AS,airport,26.735804,small
DEA,70.485275,PK,1,Dera Ghazi Khan Airport,AS,airport,29.960556,medium
DSK,70.9,PK,1,Dera Ismael Khan Airport,AS,airport,31.916668,medium
LYP,72.98757,PK,1,Faisalabad International Airport,AS,airport,31.363043,medium
GWD,62.33889,PK,1,Gwadar International Airport,AS,airport,25.230556,medium
GIL,74.33224,PK,1,Gilgit Airport,AS,airport,35.91972,medium
JAG,68.45,PK,1,Shahbaz Air Base,AS,airport,28.3,medium
JIW,61.816666,PK,1,Jiwani Airport,AS,airport,25.083332,small
KHI,67.16828,PK,1,Jinnah International Airport,AS,airport,24.899986,medium
HDD,68.36389,PK,1,Hyderabad Airport,AS,airport,25.322222,small
KDD,66.630554,PK,1,Khuzdar Airport,AS,airport,27.780556,small
KBH,66.51667,PK,1,Kalat Airport,AS,airport,29.133333,small
OHT,71.433334,PK,1,Kohat Airport,AS,airport,33.583332,small
LHE,74.40278,PK,1,Alama Iqbal International Airport,AS,airport,31.520832,medium
LRG,65.083336,PK,1,Loralai Airport,AS,airport,27.85,small
XJM,,PK,1,Mangla Airport,AS,airport,,medium
MFG,73.46667,PK,1,Muzaffarabad Airport,AS,airport,34.36667,medium
MWD,71.55,PK,1,Mianwali Air Base,AS,airport,32.55,medium
MJD,68.14167,PK,1,Moenjodaro Airport,AS,airport,27.33639,medium
MPD,69.03333,PK,1,Mirpur Khas Air Base,AS,airport,25.65,medium
MPD,69.03333,PK,1,Sindhri Tharparkar Airport,AS,airport,25.65,small
MUX,71.41498,PK,1,Multan International Airport,AS,airport,30.199507,medium
