iata,lon,iso,status,name,continent,type,lat,size
BLI,-122.53267,US,1,Bellingham International Airport,NA,airport,48.795734,medium
BMG,-86.61472,US,1,Monroe County Airport,NA,airport,39.14,medium
BMI,-88.91483,US,1,Central Illinois Regional Airport at Bloomington-Normal,NA,airport,40.48401,large
BMT,-94.1,US,1,Beaumont Municipal Airport,NA,airport,30.083332,small
BNA,-86.668945,US,1,Nashville International Airport,NA,airport,36.13174,large
BOI,-116.22193,US,1,Boise Air Terminal/Gowen field,NA,airport,43.569263,large
BOS,-71.02018,US,1,General Edward Lawrence Logan International Airport,NA,airport,42.36646,large
BPT,-94.02,US,1,Southeast Texas Regional Airport,NA,airport,29.950832,medium
BQK,-81.48333,US,1,Brunswick Golden Isles Airport,NA,airport,31.166668,medium
BRL,-91.12334,US,1,Southeast Iowa Regional Airport,NA,airport,40.78611,medium
BRO,-97.42333,US,1,Brownsville South Padre Island International Airport,NA,airport,25.90889,medium
BRW,-156.77579,US,1,Wiley Post Will Rogers Memorial Airport,NA,airport,71.288574,medium
BTI,-143.57834,US,1,Barter Island Lrrs Airport,NA,airport,70.13472,medium
BTM,-112.49389,US,1,Bert Mooney Airport,NA,airport,45.95111,medium
BTR,-91.156906,US,1,"Baton Rouge Metropolitan, Ryan Field",NA,airport,30.532537,large
BTT,-151.52638,US,1,Bettles Airport,NA,airport,66.915276,medium
BTV,-73.15527,US,1,Burlington International Airport,NA,airport,44.469013,medium
BTY,-116.76667,US,1,Beatty Airport,NA,airport,36.9,small
BUB,-99.13333,US,1,Cram Field,NA,airport,41.783333,small
BUF,-78.731804,US,1,Buffalo Niagara International Airport,NA,airport,42.933826,large
BUM,-94.333336,US,1,Butler Memorial Airport,NA,airport,38.266666,small
BUR,-118.35411,US,1,Bob Hope Airport,NA,airport,34.19619,medium
BVO,-96.01083,US,1,Bartlesville Municipal Airport,NA,airport,36.7625,small
BVU,-151.03612,US,1,Beluga Airport,NA,airport,61.169445,small
CGX,,US,,Chicago Meigs Airport,NA,closed,,
BVX,-91.65,US,1,Batesville Regional Airport,NA,airport,35.766666,small
BVY,-70.88333,US,1,Beverly Municipal Airport,NA,airport,42.55,medium
BWC,-115.51688,US,1,Brawley Municipal Airport,NA,airport,32.992867,small
BWD,-98.956665,US,1,Brownwood Regional Airport,NA,airport,31.794722,small
BWG,-86.42222,US,1,Bowling Green Warren County Regional Airport,NA,airport,36.962223,medium
BWI,-76.66894,US,1,Baltimore/Washington International Thurgood Marshal Airport,NA,airport,39.179527,large
BXA,-89.88333,US,1,George R Carr Memorial Air Field,NA,airport,30.933332,small
BXK,-112.583336,US,1,Buckeye Municipal Airport,NA,airport,33.36667,small
BYS,-116.566666,US,1,Bicycle Lake Army Air Field,NA,airport,35.266666,medium
BZF,,US,1,Benton Field,NA,airport,,small
BZN,-111.16033,US,1,Gallatin Field,NA,airport,45.777687,medium
CAE,-81.12501,US,1,Columbia Metropolitan Airport,NA,airport,33.946907,large
CAK,-81.43583,US,1,Akron Canton Regional Airport,NA,airport,40.914963,medium
CDB,-162.71774,US,1,Cold Bay Airport,NA,airport,55.20457,medium
CDC,-113.09611,US,1,Cedar City Regional Airport,NA,airport,37.7025,medium
CDK,-83.03333,US,1,George T Lewis Airport,NA,airport,29.133333,small
CDV,-145.47,US,1,Merle K (Mudhole) Smith Airport,NA,airport,60.493057,medium
CEC,-124.23583,US,1,Jack Mc Namara Field Airport,NA,airport,41.78,medium
CEF,-72.55383,US,1,Westover ARB/Metropolitan Airport,NA,airport,42.183376,medium
CGI,-89.57167,US,1,Cape Girardeau Regional Airport,NA,airport,37.22361,medium
CHA,-85.197784,US,1,Lovell Field,NA,airport,35.036926,large
CHO,-78.44928,US,1,Charlottesville Albemarle Airport,NA,airport,38.139416,medium
CHS,-80.037155,US,1,Charleston Air Force Base-International Airport,NA,airport,32.884354,large
CID,-91.7003,US,1,The Eastern Iowa Airport,NA,airport,41.889423,large
CIU,-84.35,US,1,Chippewa County International Airport,NA,airport,46.5,medium
CKB,-80.22945,US,1,North Central West Virginia Airport,NA,airport,39.295555,medium
CLE,-81.83821,US,1,Cleveland Hopkins International Airport,NA,airport,41.410854,large
CLF,-149.2125,US,1,Clear Airport,NA,airport,64.320335,medium
CLG,-120.35,US,1,New Coalinga Municipal Airport,NA,airport,36.15,small
CLL,-96.36682,US,1,Easterwood Field,NA,airport,30.593842,medium
CLM,-123.49511,US,1,William R Fairchild International Airport,NA,airport,48.121883,medium
CLT,-80.93584,US,1,Charlotte Douglas International Airport,NA,airport,35.219166,large
CMH,-82.884964,US,1,Port Columbus International Airport,NA,airport,39.99818,large
CMI,-88.26905,US,1,University of Illinois Willard Airport,NA,airport,40.039665,medium
CMX,-88.48639,US,1,Houghton County Memorial Airport,NA,airport,47.167778,medium
CNM,-104.26278,US,1,Cavern City Air Terminal,NA,airport,32.337223,medium
COS,-104.70056,US,1,City of Colorado Springs Municipal Airport,NA,airport,38.79713,large
COU,-92.21917,US,1,Columbia Regional Airport,NA,airport,38.81361,medium
CPR,-106.4625,US,1,Casper-Natrona County International Airport,NA,airport,42.90861,large
CRO,-119.55,US,1,Corcoran Airport,NA,airport,36.1,small
CRP,-97.50249,US,1,Corpus Christi International Airport,NA,airport,27.774813,large
CRW,-81.596504,US,1,Yeager Airport,NA,airport,38.370342,large
CSG,-84.94111,US,1,Columbus Metropolitan Airport,NA,airport,32.513332,medium
JJM,38.183334,KE,1,Mulika Lodge Airport,AF,airport,0.233194,small
VPG,39.805,KE,1,Vipingo Estate Airport,AF,airport,-3.842778,small
KRV,36.11667,KE,1,Kerio Valley Airport,AF,airport,2.983333,small
KIU,41.516666,KE,1,Kiunga Airport,AF,airport,-1.733333,small
LBK,40.966667,KE,1,Liboi Airport,AF,airport,0.383333,small
LBN,36.083332,KE,1,Lake Baringo Airport,AF,airport,0.666667,small
LKU,35.88333,KE,1,Lake Rudolf Airport,AF,airport,3.416667,small
MRE,35.05885,KE,1,Mara Lodges Airport,AF,airport,-1.300368,small
MUM,34.483334,KE,1,Mumias Airport,AF,airport,0.333333,small
CVG,-84.66145,US,1,Cincinnati Northern Kentucky International Airport,NA,airport,39.0555,large
CWA,-89.4,US,1,Central Wisconsin Airport,NA,airport,44.4639,small
CWF,-93.23189,US,1,Chennault International Airport,NA,airport,30.305918,small
CWX,,US,1,Cochise County Airport,NA,airport,,small
CYS,-104.816666,US,1,Cheyenne Regional Jerry Olson Field,NA,airport,41.155834,medium
CZF,-166.03639,US,1,Cape Romanzof Lrrs Airport,NA,airport,61.781113,medium
DAB,-81.06083,US,1,Daytona Beach International Airport,NA,airport,29.185192,medium
DAL,-96.85,US,1,Dallas Love Field,NA,airport,32.84391,large
DAN,-79.335,US,1,Danville Regional Airport,NA,airport,36.573055,medium
DAY,-84.220764,US,1,James M Cox Dayton International Airport,NA,airport,39.898006,large
DBQ,-90.71083,US,1,Dubuque Regional Airport,NA,airport,42.41,large
DCA,-77.04346,US,1,Ronald Reagan Washington National Airport,NA,airport,38.853436,large
DDC,-99.965,US,1,Dodge City Regional Airport,NA,airport,37.761665,medium
DEC,-88.868614,US,1,Decatur Airport,NA,airport,39.834167,medium
DEN,-104.672844,US,1,Denver International Airport,NA,airport,39.84939,large
DET,-83.005104,US,1,Coleman A. Young Municipal Airport,NA,airport,42.40932,medium
DFW,-97.036125,US,1,Dallas Fort Worth International Airport,NA,airport,32.89746,large
DHN,-85.44833,US,1,Dothan Regional Airport,NA,airport,31.32,medium
DLG,-158.51472,US,1,Dillingham Airport,NA,airport,59.04246,medium
DLH,-92.18019,US,1,Duluth International Airport,NA,airport,46.838974,large
DNL,-82.0392,US,1,Daniel Field,NA,airport,33.468098,medium
DRG,-162.75989,US,1,Deering Airport,NA,airport,66.0712,medium
DSM,-93.64809,US,1,Des Moines International Airport,NA,airport,41.532433,large
DTW,-83.35605,US,1,Detroit Metropolitan Wayne County Airport,NA,airport,42.20781,large
DUJ,-78.89889,US,1,DuBois Regional Airport,NA,airport,41.178333,medium
KFE,119.437225,AU,1,Fortescue - Dave Forrest Aerodrome,OC,airport,-22.291945,small
DUT,-166.54224,US,1,Unalaska Airport,NA,airport,53.89446,medium
EAR,-98.998886,US,1,Kearney Regional Airport,NA,airport,40.728333,small
EAU,-91.48722,US,1,Chippewa Valley Regional Airport,NA,airport,44.864445,medium
ECP,-85.79892,US,1,Northwest Florida Beaches International Airport,NA,airport,30.357803,small
EDF,-149.78473,US,1,Elmendorf Air Force Base,NA,airport,61.250557,medium
FLU,,US,,Flushing Airport,NA,closed,,
EEK,-162.01666,US,1,Eek Airport,NA,airport,60.216667,small
EEN,-72.270836,US,1,Dillant Hopkins Airport,NA,airport,42.900833,medium
EGE,-106.91347,US,1,Eagle County Regional Airport,NA,airport,39.63988,medium
EHM,-162.06056,US,1,Cape Newenham Lrrs Airport,NA,airport,58.64722,medium
EII,-9.433333,US,1,Egegik Airport,NA,airport,53.033333,medium
EIL,-147.71666,US,1,Eielson Air Force Base,NA,airport,64.85,medium
EKO,-115.78972,US,1,Elko Regional Airport,NA,airport,40.82389,medium
ELD,-92.81472,US,1,South Arkansas Regional At Goodwin Field,NA,airport,33.220554,medium
ELM,-76.89586,US,1,Elmira Corning Regional Airport,NA,airport,42.16304,medium
ELP,-106.396,US,1,El Paso International Airport,NA,airport,31.798948,medium
ENA,-151.24644,US,1,Kenai Municipal Airport,NA,airport,60.56521,medium
ENM,,US,1,Emmonak Airport,NA,airport,,medium
ENN,-149.11667,US,1,Nenana Municipal Airport,NA,airport,64.566666,medium
ERI,-80.18203,US,1,Erie International Tom Ridge Field,NA,airport,42.08314,large
EUG,-123.21197,US,1,Mahlon Sweet Field,NA,airport,44.119198,medium
EVV,-87.52796,US,1,Evansville Regional Airport,NA,airport,38.046165,medium
EWB,-70.95917,US,1,New Bedford Regional Airport,NA,airport,41.676945,medium
EWN,-77.03462,US,1,Coastal Carolina Regional Airport,NA,airport,35.078342,medium
EWR,-74.17876,US,1,Newark Liberty International Airport,NA,airport,40.68907,large
EYW,-81.75501,US,1,Key West International Airport,NA,airport,24.553574,medium
FAI,-147.8668,US,1,Fairbanks International Airport,NA,airport,64.818214,large
FAR,-96.82551,US,1,Hector International Airport,NA,airport,46.91953,medium
FAT,-119.72024,US,1,Fresno Yosemite International Airport,NA,airport,36.769623,medium
FAY,-78.88722,US,1,Fayetteville Regional Grannis Field,NA,airport,34.99132,medium
FBG,-78.936386,US,1,Simmons Army Air Field,NA,airport,35.131943,medium
FBK,-147.7,US,1,Ladd AAF Airfield,NA,airport,64.833336,medium
FCA,-114.25315,US,1,Glacier Park International Airport,NA,airport,48.307304,medium
FCS,-104.816666,US,1,Butts AAF (Fort Carson) Air Field,NA,airport,38.833332,medium
FHB,,US,1,Fernandina Beach Municipal Airport,NA,airport,,small
FHU,-110.343056,US,1,Sierra Vista Municipal Libby Army Air Field,NA,airport,31.588888,medium
FID,-72,US,1,Elizabeth Field,NA,airport,41,small
FIL,-112.3625,US,1,Fillmore Municipal Airport,NA,airport,38.958332,small
FLG,-111.67167,US,1,Flagstaff Pulliam Airport,NA,airport,35.13778,medium
FLL,-80.144905,US,1,Fort Lauderdale Hollywood International Airport,NA,airport,26.071491,large
FLO,-79.72444,US,1,Florence Regional Airport,NA,airport,34.18889,medium
FMC,-149.84166,US,1,Five Mile Airport,NA,airport,66.916664,small
GVW,,US,,Richards-Gebaur Air Force Base,NA,closed,,
FMS,-91.3275,US,1,Fort Madison Municipal Airport,NA,airport,40.65889,small
FNT,-83.73891,US,1,Bishop International Airport,NA,airport,42.973812,medium
FOB,-123.79444,US,1,Fort Bragg Airport,NA,airport,39.474445,small
FOD,-94.18972,US,1,Fort Dodge Regional Airport,NA,airport,42.5525,medium
FOE,-95.6625,US,1,Forbes Field,NA,airport,38.9525,medium
FPR,-80.333336,US,1,St Lucie County International Airport,NA,airport,27.45,medium
FPY,-83.583336,US,1,Perry Foley Airport,NA,airport,30.116667,small
FRD,-123.0265,US,1,Friday Harbor Airport,NA,airport,48.524807,small
FRH,-86.61667,US,1,French Lick Municipal Airport,NA,airport,38.55,small
FRI,-96.78333,US,1,Marshall Army Air Field,NA,airport,39.083332,medium
FRM,-94.423615,US,1,Fairmont Municipal Airport,NA,airport,43.64722,small
FRN,-149.68333,US,1,Bryant Army Air Force Airport,NA,airport,61.25,small
FSD,-96.73115,US,1,Joe Foss Field Airport,NA,airport,43.580296,medium
FSM,-94.3589,US,1,Fort Smith Regional Airport,NA,airport,35.34124,large
FTW,-97.333336,US,1,Fort Worth Meacham International Airport,NA,airport,32.75,large
FWA,-85.18771,US,1,Fort Wayne International Airport,NA,airport,40.98666,large
FYU,-145.2482,US,1,Fort Yukon Airport,NA,airport,66.56981,medium
FYV,-94.17,US,1,Drake Field,NA,airport,36.003613,medium
GAL,-156.94186,US,1,Edward G. Pitka Sr Airport,NA,airport,64.73798,medium
GAM,-171.71355,US,1,Gambell Airport,NA,airport,63.776596,medium
GCD,,US,1,Grand Coulee Dam Airport,NA,airport,,small
GCK,-100.72972,US,1,Garden City Regional Airport,NA,airport,37.92861,medium
GCN,-112.1475,US,1,Grand Canyon National Park Airport,NA,airport,35.951942,medium
GCW,-113.815674,US,1,Grand Canyon West Airport,NA,airport,35.988804,small
GEG,-117.537636,US,1,Spokane International Airport,NA,airport,47.62515,large
GFK,-97.17587,US,1,Grand Forks International Airport,NA,airport,47.9488,medium
GGG,-94.71528,US,1,East Texas Regional Airport,NA,airport,32.386665,medium
GGW,-106.615555,US,1,Wokal Field Glasgow International Airport,NA,airport,48.212776,medium
GJT,-108.528336,US,1,Grand Junction Regional Airport,NA,airport,39.122665,medium
GKN,-145.45222,US,1,Gulkana Airport,NA,airport,62.155277,medium
GLH,-90.985,US,1,Mid Delta Regional Airport,NA,airport,33.484444,medium
GLS,-94.860275,US,1,Scholes International At Galveston Airport,NA,airport,29.2675,medium
GNF,-89.93228,US,1,Gansner Field,NA,airport,33.975307,small
GNU,-161.58055,US,1,Goodnews Airport,NA,airport,59.1125,small
GNV,-82.276794,US,1,Gainesville Regional Airport,NA,airport,29.686142,medium
GON,-72.04639,US,1,Groton New London Airport,NA,airport,41.328888,medium
GPT,-89.07203,US,1,Gulfport Biloxi International Airport,NA,airport,30.413284,large
GRB,-88.121895,US,1,Austin Straubel International Airport,NA,airport,44.492847,large
GRI,-98.30666,US,1,Central Nebraska Regional Airport,NA,airport,40.96722,medium
GRK,-97.820915,US,1,Robert Gray  Army Air Field Airport,NA,airport,31.061821,medium
GRR,-85.52974,US,1,Gerald R. Ford International Airport,NA,airport,42.88501,medium
GSO,-79.9373,US,1,Piedmont Triad International Airport,NA,airport,36.105324,large
GSP,-82.21706,US,1,Greenville Spartanburg International Airport,NA,airport,34.890568,large
GST,-135.705,US,1,Gustavus Airport,NA,airport,58.4275,medium
GTF,-111.35636,US,1,Great Falls International Airport,NA,airport,47.481888,medium
GTP,-123.388695,US,1,Grants Pass Airport,NA,airport,42.50926,small
GUP,-108.78667,US,1,Gallup Municipal Airport,NA,airport,35.511112,medium
GVT,-96.06167,US,1,Majors Airport,NA,airport,33.066666,small
GYY,-87.416664,US,1,Gary Chicago International Airport,NA,airport,41.61667,medium
HBK,,US,1,Holbrook Municipal Airport,NA,airport,,small
HCR,-159.77167,US,1,Holy Cross Airport,NA,airport,62.18889,medium
HDH,-157.96666,US,1,Dillingham Airfield,NA,airport,21.466667,medium
HGR,-77.73,US,1,Hagerstown Regional Richard A Henson Field,NA,airport,39.70778,medium
HHI,-158.03334,US,1,Wheeler Army Airfield,NA,airport,21.5,medium
HIB,-92.83861,US,1,Chisholm Hibbing Airport,NA,airport,47.38861,large
HKY,-81.39167,US,1,Hickory Regional Airport,NA,airport,35.73861,medium
HLN,-111.99018,US,1,Helena Regional Airport,NA,airport,46.61052,medium
HNC,-75.7,US,1,Billy Mitchell Airport,NA,airport,35.216667,small
LHC,,US,,Arlington Municipal Airport,NA,closed,,
HNH,-135.40334,US,1,Hoonah Airport,NA,airport,58.098057,small
HNL,-157.92166,US,1,Honolulu International Airport,NA,airport,21.325832,large
HNM,-156.01889,US,1,Hana Airport,NA,airport,20.795834,medium
HNS,-135.52924,US,1,Haines Airport,NA,airport,59.246197,medium
HOM,-151.49316,US,1,Homer Airport,NA,airport,59.64324,medium
HON,-98.22639,US,1,Huron Regional Airport,NA,airport,44.38361,medium
HOT,-93.09611,US,1,Memorial Field,NA,airport,34.47889,medium
HOU,-95.277016,US,1,William P Hobby Airport,NA,airport,29.654512,large
HPB,-166.14586,US,1,Hooper Bay Airport,NA,airport,61.525078,medium
HPN,-73.70389,US,1,Westchester County Airport,NA,airport,41.068672,medium
HRL,-97.662254,US,1,Valley International Airport,NA,airport,26.223482,medium
HRO,-93.155556,US,1,Boone County Airport,NA,airport,36.261665,medium
HSV,-86.77484,US,1,Huntsville International Carl T Jones Field,NA,airport,34.64857,large
HTS,-82.556114,US,1,Tri-State/Milton J. Ferguson Field,NA,airport,38.366943,large
HUF,-87.3075,US,1,Terre Haute International Hulman Field,NA,airport,39.454445,medium
HVN,-72.888336,US,1,Tweed New Haven Airport,NA,airport,41.265278,medium
HYA,-70.280556,US,1,Barnstable Municipal Boardman Polando Field,NA,airport,41.665833,medium
IAB,-97.27617,US,1,Mc Connell Air Force Base,NA,airport,37.68114,medium
IAD,-77.44774,US,1,Washington Dulles International Airport,NA,airport,38.95315,large
IAG,-78.95,US,1,Niagara Falls International Airport,NA,airport,43.1,medium
IAH,-95.34,US,1,George Bush Intercontinental Houston Airport,NA,airport,29.983334,large
IAN,-160.43056,US,1,Bob Baker Memorial Airport,NA,airport,66.975555,medium
ICS,,US,1,Cascade Airport,NA,airport,,small
ICT,-97.428955,US,1,Wichita Mid Continent Airport,NA,airport,37.653046,large
IDA,-112.06751,US,1,Idaho Falls Regional Airport,NA,airport,43.514854,medium
IDH,,US,1,Idaho County Airport,NA,airport,,small
IFP,-114.55695,US,1,Laughlin Bullhead International Airport,NA,airport,35.165634,small
IGG,-155.9,US,1,Igiugig Airport,NA,airport,59.316666,small
IGM,-113.94,US,1,Kingman Airport,NA,airport,35.256668,small
IKO,-168.85,US,1,Nikolski Air Station,NA,airport,52.941666,small
ILG,-75.6075,US,1,New Castle Airport,NA,airport,39.678333,medium
ILI,-154.90834,US,1,Iliamna Airport,NA,airport,59.752777,medium
ILM,-77.91063,US,1,Wilmington International Airport,NA,airport,34.26705,medium
IND,-86.29805,US,1,Indianapolis International Airport,NA,airport,39.714516,large
INL,-93.40417,US,1,Falls International Airport,NA,airport,48.563057,medium
INT,-80.225555,US,1,Smith Reynolds Airport,NA,airport,36.135277,medium
IPT,-76.920555,US,1,Williamsport Regional Airport,NA,airport,41.24222,medium
IRK,-92.54389,US,1,Kirksville Regional Airport,NA,airport,40.0925,medium
KMM,136.16667,ID,1,Kimaam Airport,AS,airport,-3.666667,small
ISP,-73.09755,US,1,Long Island Mac Arthur Airport,NA,airport,40.789314,medium
ITH,-76.46359,US,1,Ithaca Tompkins Regional Airport,NA,airport,42.49034,medium
ITO,-155.03963,US,1,Hilo International Airport,NA,airport,19.714565,medium
IYS,,US,1,Wasilla Airport,NA,airport,,medium
JAC,-110.73613,US,1,Jackson Hole Airport,NA,airport,43.602806,medium
JAN,-90.07496,US,1,Jackson Evers International Airport,NA,airport,32.309895,large
JAX,-81.68306,US,1,Jacksonville International Airport,NA,airport,30.491657,large
JBR,-90.64833,US,1,Jonesboro Municipal Airport,NA,airport,35.83,medium
JFK,-73.78817,US,1,John F Kennedy International Airport,NA,airport,40.642334,large
JHM,-156.67569,US,1,Kapalua Airport,NA,airport,20.962194,medium
JLN,-94.49778,US,1,Joplin Regional Airport,NA,airport,37.149723,large
JMS,-98.67833,US,1,Jamestown Regional Airport,NA,airport,46.93,medium
JNU,-134.58339,US,1,Juneau International Airport,NA,airport,58.35932,medium
JRF,,US,1,Kalaeloa (John Rodgers Field) Airport,NA,airport,,medium
NGZ,,US,,Alameda Naval Air Station,NA,closed,,
NOP,,US,,Floyd Bennett Field,NA,closed,,
JST,-78.83444,US,1,John Murtha Johnstown Cambria County Airport,NA,airport,40.316666,medium
KAL,-158.73611,US,1,Kaltag Airport,NA,airport,64.321945,small
KCL,-158.53194,US,1,Chignik Lagoon Airport,NA,airport,56.308334,small
KEK,-157.4775,US,1,Ekwok Airport,NA,airport,59.355278,small
KFP,-163.40916,US,1,False Pass Airport,NA,airport,54.849167,small
KIP,-98.5,US,1,Kickapoo Downtown Airport,NA,airport,33.9,small
KLG,-160.3465,US,1,Kalskag Airport,NA,airport,61.53258,small
KNW,-157.32973,US,1,New Stuyahok Airport,NA,airport,59.45222,small
KOA,-156.04108,US,1,Kona International At Keahole Airport,NA,airport,19.736174,medium
KPC,-166.85583,US,1,Port Clarence Coast Guard Station,NA,airport,65.25444,medium
KSM,-163.29489,US,1,St Mary's Airport,NA,airport,62.058666,medium
KTN,-131.7087,US,1,Ketchikan International Airport,NA,airport,55.35655,medium
KVC,-162.31334,US,1,King Cove Airport,NA,airport,55.055,small
KVL,-164.54723,US,1,Kivalina Airport,NA,airport,67.73167,medium
LAF,-86.93361,US,1,Purdue University Airport,NA,airport,40.411945,medium
LAN,-84.58958,US,1,Capital City Airport,NA,airport,42.774185,medium
LAR,-105.67306,US,1,Laramie Regional Airport,NA,airport,41.31361,medium
DSO,,KP,1,Sondok Airport,AS,airport,,small
LAS,-115.1486,US,1,McCarran International Airport,NA,airport,36.086945,large
LAX,-118.40828,US,1,Los Angeles International Airport,NA,airport,33.943398,large
LBB,-101.8223,US,1,Lubbock Preston Smith International Airport,NA,airport,33.65622,large
LBE,-79.40855,US,1,Arnold Palmer Regional Airport,NA,airport,40.272926,medium
LBF,-100.69667,US,1,North Platte Regional Airport Lee Bird Field,NA,airport,41.128334,medium
LBL,-100.960556,US,1,Liberal Mid-America Regional Airport,NA,airport,37.044445,medium
